Year,Planting_Dates,Harvesting_Dates,State,State_ANSI,Ag_District,Ag_District_Code,County,County_ANSI,Commodity,ACRES_PLANTED,ACRES_HARVESTED,YIELD_(BU/ACRE),soil_water,soil_carbon,soil_density,soil_type,gdd,ehdd,ecdd,average_price,year_open,year_high,year_low,year_close
2015,03-Oct,02-Jul,ARKANSAS,5,SOUTHEAST,90,LINCOLN,79,WHEAT,5500,4200,40.5,23,0.4,1550,Silt loam,2442.6,0,230.4,5.0836,5.815,6.1555,4.6525,4.7
2015,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11,WHEAT,10000,8000,70,26,0.4,1540,Clay loam,3256.2,3.2,6,5.0836,5.815,6.1555,4.6525,4.7
2015,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,GLENN,21,WHEAT,9000,5000,58,22,0.4,1610,Sandy clay loam,34.8,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,WHEAT,12500,9500,83.2,23,0.4,1580,Sandy clay loam,2639.2,0,5.8,5.0836,5.815,6.1555,4.6525,4.7
2015,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,WHEAT,6900,6000,75,27,0.4,1520,Clay loam,2602.4,0.9,13.2,5.0836,5.815,6.1555,4.6525,4.7
2015,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,WHEAT,21500,19000,63.2,24,0.4,1580,Clay loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,25-Sep,15-Jul,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MADERA,39,WHEAT,20000,3000,70,19,0.4,1590,Loam,3187.1,2.4,4.7,5.0836,5.815,6.1555,4.6525,4.7
2015,25-Sep,15-Jul,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,WHEAT,46000,8000,70,22,0.4,1590,Loam,3212.9,1.5,2.6,5.0836,5.815,6.1555,4.6525,4.7
2015,25-Sep,15-Jul,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,WHEAT,22000,8500,77.6,24,0.4,1550,Clay loam,3238.7,1.2,4.8,5.0836,5.815,6.1555,4.6525,4.7
2015,25-Sep,15-Jul,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,TULARE,107,WHEAT,108000,30500,65.9,21,0.4,1570,Loam,2991.4,3.7,6.7,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,ADAMS,1,WHEAT,167000,162000,36.6,21,0.2,1460,Sandy clay loam,6,0,4.9,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,ARAPAHOE,5,WHEAT,62300,55000,20.3,20,0.4,1470,Loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,CHEYENNE,17,WHEAT,178000,157500,37.4,21,0.2,1470,Sandy clay loam,2229.4,0,711.1,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,ELBERT,39,WHEAT,41000,39400,39,21,0.4,1460,Loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,KIOWA,61,WHEAT,205000,171000,30,21,0.2,1470,Sandy clay loam,2545.6,0.1,655.4,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,KIT CARSON,63,WHEAT,298000,288000,44,21,0.4,1460,Sandy clay loam,2229.4,0,711.1,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,LINCOLN,73,WHEAT,137000,121500,31.5,21,0.4,1450,Sandy clay loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,WASHINGTON,121,WHEAT,308000,294500,34.7,21,0.2,1460,Sandy clay loam,1664,0,922,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,YUMA,125,WHEAT,139000,135000,51.1,21,0.2,1470,Sandy clay loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,NORTHEAST,20,LARIMER,69,WHEAT,9000,8500,37.2,21,0.4,1450,Sandy clay loam,1955,0,758,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,NORTHEAST,20,LOGAN,75,WHEAT,125000,116900,39.1,21,0.2,1450,Loam,1231,0,709.8,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,NORTHEAST,20,MORGAN,87,WHEAT,61000,60400,37.6,21,0.4,1470,Loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,NORTHEAST,20,SEDGWICK,115,WHEAT,73900,68900,42.2,21,0.2,1460,Loam,1643.9,0,391.5,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,NORTHEAST,20,WELD,123,WHEAT,137000,126000,38.6,21,0.4,1470,Sandy clay loam,1690.1,0,551,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,SOUTHEAST,90,BACA,9,WHEAT,193000,103200,23.4,21,0.2,1470,Sandy clay loam,2432.3,0,606.2,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,SOUTHEAST,90,PROWERS,99,WHEAT,132500,111500,26.9,21,0.2,1470,Sandy clay loam,2545.6,0.1,655.4,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,SOUTHWEST,70,DOLORES,33,WHEAT,14000,13700,23.9,21,0.4,1440,Loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,SOUTHWEST,70,LA PLATA,67,WHEAT,2000,2000,24.6,21,0.4,1450,Loam,1634.3,0,635.7,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,SOUTHWEST,70,MESA,77,WHEAT,2300,2200,120,20,0.4,1520,Loam,2368.7,0,529,5.0836,5.815,6.1555,4.6525,4.7
2015,01-Sep,29-Jul,COLORADO,8,SOUTHWEST,70,MONTEZUMA,83,WHEAT,9200,7200,50.1,22,0.4,1430,Loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,CENTRAL,50,LAURENS,175,WHEAT,6100,5200,63.5,16,0.4,1570,Silt loam,2165.4,4.3,44.4,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,CENTRAL,50,MORGAN,211,WHEAT,2200,2000,51,18,0.4,1530,Loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,CENTRAL,50,PEACH,225,WHEAT,3900,3100,52.3,14,0.4,1600,Sandy loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,CENTRAL,50,WILKINSON,319,WHEAT,600,600,40.3,19,0.4,1520,Sandy loam,2507.9,0,65.1,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,EAST CENTRAL,60,BULLOCH,31,WHEAT,2600,1800,36.4,17,0.4,1550,Sandy loam,2454.8,0.2,43,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,EAST CENTRAL,60,EMANUEL,107,WHEAT,2400,1200,49.2,15,0.4,1570,Sandy loam,1432.5,0,23.8,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,EAST CENTRAL,60,JEFFERSON,163,WHEAT,8900,8800,40.6,14,0.4,1590,Silt loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,EAST CENTRAL,60,JENKINS,165,WHEAT,2100,1900,48.7,14,0.4,1570,Sandy loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,EAST CENTRAL,60,SCREVEN,251,WHEAT,2700,2100,45.4,14,0.4,1570,Sandy loam,2675,2.9,38.6,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,NORTH CENTRAL,20,WALTON,297,WHEAT,900,400,49.8,20,0.4,1520,Loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,NORTHEAST,30,HART,147,WHEAT,2300,1750,58.3,22,0.4,1520,Loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,NORTHEAST,30,MADISON,195,WHEAT,700,370,44.1,20,0.4,1520,Loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,NORTHEAST,30,OGLETHORPE,221,WHEAT,2300,1950,37.7,20,0.6,1490,Sandy clay loam,2298.1,0,117.3,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,NORTHEAST,30,WILKES,317,WHEAT,800,200,45,19,0.6,1500,Loam,2525.6,4.6,53.4,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,SOUTH CENTRAL,80,DOOLY,93,WHEAT,8900,4100,44.4,19,0.4,1570,Sandy loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,SOUTH CENTRAL,80,TIFT,277,WHEAT,700,500,26.4,17,0.4,1570,Sandy loam,2660,0,23.2,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,SOUTH CENTRAL,80,WILCOX,315,WHEAT,2500,800,51.4,17,0.4,1570,Sandy loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,SOUTHEAST,90,TATTNALL,267,WHEAT,1300,800,47.5,16,0.4,1560,Sandy loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,EARLY,99,WHEAT,6700,4700,37,20,0.4,1560,Silt loam,2826.2,0,23.1,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,LEE,177,WHEAT,3600,3100,33.9,19,0.4,1570,Silt loam,2383.9,0,49.4,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,MILLER,201,WHEAT,7300,5000,30.2,20,0.4,1550,Sandy loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,RANDOLPH,243,WHEAT,6900,6200,52.3,17,0.4,1590,Silt loam,2694.9,0.5,44.5,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,SEMINOLE,253,WHEAT,2100,1800,43.1,21,0.4,1560,Sandy loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,SUMTER,261,WHEAT,7300,6400,44.8,15,0.4,1590,Silt loam,2383.9,0,49.4,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,TERRELL,273,WHEAT,6400,3900,47.7,16,0.4,1590,Silt loam,2924.5,0,29.4,5.0836,5.815,6.1555,4.6525,4.7
2015,12-Oct,27-Jun,GEORGIA,13,WEST CENTRAL,40,MACON,193,WHEAT,6300,1750,41.1,14,0.4,1600,Silt loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,EAST,90,BANNOCK,5,WHEAT,18500,17500,67.6,24,0.6,1400,Loam,2671.9,0,649.4,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,EAST,90,BINGHAM,11,WHEAT,82300,78300,115.1,24,0.8,1430,Loam,2671.9,0,649.4,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,EAST,90,BONNEVILLE,19,WHEAT,19500,18400,76.9,24,0.6,1380,Loam,2336.9,0,781.7,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,EAST,90,CARIBOU,29,WHEAT,22500,21000,78.8,24,0.8,1370,Loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,EAST,90,POWER,77,WHEAT,65700,61400,79.2,24,0.6,1410,Loam,2671.9,0,649.4,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,EAST,90,TETON,81,WHEAT,1600,1500,58,25,1,1330,Sandy clay loam,1327.8,0,665.3,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,NORTH,10,BENEWAH,9,WHEAT,25300,24300,57.7,27,0.8,1370,Silt loam,2621.2,0.6,410.7,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,NORTH,10,BOUNDARY,21,WHEAT,12600,12100,81.7,33,1.4,1210,Silt loam,2106.3,0,669,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,NORTH,10,IDAHO,49,WHEAT,61200,57200,61.5,29,0.8,1340,Silt loam,2328.7,0,365.5,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,NORTH,10,LATAH,57,WHEAT,70200,64200,74.9,27,0.8,1390,Silt loam,2621.2,0.6,410.7,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,NORTH,10,LEWIS,61,WHEAT,72000,67000,62.7,29,0.8,1320,Silt loam,2009.3,0,455.7,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,NORTH,10,NEZ PERCE,69,WHEAT,78100,71700,75.9,27,0.8,1370,Silt loam,3559.3,14.7,294.2,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,SOUTH CENTRAL,80,CASSIA,31,WHEAT,44400,43800,93,23,0.6,1420,Loam,2547.1,0,491.1,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,SOUTH CENTRAL,80,JEROME,53,WHEAT,8100,7800,126.5,24,0.8,1460,Loam,2808.9,0,531.8,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,SOUTH CENTRAL,80,MINIDOKA,67,WHEAT,13400,13200,115.7,24,0.8,1480,Sandy clay loam,2547.1,0,491.1,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,SOUTH CENTRAL,80,TWIN FALLS,83,WHEAT,20900,20600,131,23,0.6,1440,Loam,3150.7,1.9,410.1,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,ADA,1,WHEAT,4100,3800,116.1,24,0.4,1470,Loam,3499.9,16.3,435.4,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,CANYON,27,WHEAT,21300,21100,116.9,24,0.6,1490,Loam,2952.8,2.4,263.7,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,ELMORE,39,WHEAT,11300,8600,78.7,23,0.6,1430,Loam,3060.7,14.4,376.8,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,OWYHEE,73,WHEAT,5900,5500,96.4,23,0.6,1450,Loam,3060.7,14.4,376.8,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,PAYETTE,75,WHEAT,2900,2800,128.6,24,0.6,1460,Sandy clay loam,3211.9,15.8,443.7,5.0836,5.815,6.1555,4.6525,4.7
2015,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,WASHINGTON,87,WHEAT,5300,4800,97.8,28,0.6,1370,Sandy clay loam,3211.9,15.8,443.7,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,MACON,115,WHEAT,800,750,70,22,0.6,1530,Silt loam,1955.5,0,876.9,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,MARSHALL,123,WHEAT,800,750,61.3,22,0.8,1520,Silt loam,1368.4,0,946.9,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,MASON,125,WHEAT,3100,3000,75.3,22,0.4,1530,Sandy clay loam,2088.7,0,854.3,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,MENARD,129,WHEAT,700,700,80,22,0.4,1520,Silt loam,2088.7,0,854.3,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,PEORIA,143,WHEAT,1400,1350,57,22,0.6,1540,Silt loam,2030.1,0,942.4,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,TAZEWELL,179,WHEAT,2200,2100,73.3,22,0.6,1520,Silt loam,2030.1,0,942.4,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,WOODFORD,203,WHEAT,2200,2100,61.9,22,0.6,1520,Silt loam,1368.4,0,946.9,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST,50,CHAMPAIGN,19,WHEAT,2700,2600,88.8,22,0.6,1520,Silt loam,1826.4,0,964.2,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST,50,IROQUOIS,75,WHEAT,4600,4150,64.3,22,0.8,1530,Sandy clay loam,1476.6,0,974,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST,50,LIVINGSTON,105,WHEAT,6000,5300,62.5,22,0.8,1500,Sandy clay loam,1664.3,0,993,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST,50,VERMILION,183,WHEAT,2800,2750,86.5,22,0.6,1520,Silt loam,1595.7,0,948.2,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23,WHEAT,4400,4200,70,22,0.4,1550,Silt loam,1885,0,772.6,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,CLAY,25,WHEAT,10900,10500,57.7,22,0.4,1550,Silt loam,1841.1,0,707.7,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,CRAWFORD,33,WHEAT,2900,2800,53.2,22,0.4,1540,Silt loam,1885,0,772.6,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35,WHEAT,1100,1000,76,22,0.4,1550,Silt loam,1895.5,0,876.5,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,EFFINGHAM,49,WHEAT,5500,5100,61.2,22,0.4,1540,Silt loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,JASPER,79,WHEAT,2500,2350,66,22,0.4,1540,Silt loam,1804.2,0,662.4,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,LAWRENCE,101,WHEAT,7200,7050,62.7,22,0.4,1560,Silt loam,1989.7,0,651.7,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,MARION,121,WHEAT,8700,8150,72.3,23,0.4,1540,Silt loam,2198.6,0.3,548.7,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,MOULTRIE,139,WHEAT,500,450,58.9,22,0.4,1520,Silt loam,1955.5,0,876.9,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,RICHLAND,159,WHEAT,4800,4500,69.6,22,0.4,1540,Silt loam,1804.2,0,662.4,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,BOONE,7,WHEAT,1700,1450,81.4,22,1,1490,Loam,1597.5,0,1255,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,DE KALB,37,WHEAT,5500,5200,79.8,22,0.8,1500,Loam,1234.5,0,1294,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,GRUNDY,63,WHEAT,600,550,60.5,22,0.8,1480,Sandy clay loam,1521.3,0,1085.5,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,KANE,89,WHEAT,3000,2900,72.1,21,0.8,1510,Sandy clay loam,1490.2,0,1107,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,LAKE,97,WHEAT,900,850,72.7,23,1,1470,Loam,1216.9,0,1183.2,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,MCHENRY,111,WHEAT,4000,3850,69.4,21,1,1500,Sandy clay loam,1084,0,1370.4,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,CARROLL,15,WHEAT,1700,1500,71.3,22,0.8,1450,Silt loam,1244.2,0,1302.1,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,LEE,103,WHEAT,1400,1300,62.5,22,0.8,1510,Sandy clay loam,1302.1,0,1295.4,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,OGLE,141,WHEAT,3600,3400,75.9,22,0.8,1480,Silt loam,1597.5,0,1255,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,ROCK ISLAND,161,WHEAT,500,450,52.9,24,0.8,1530,Silt loam,1618.6,0,1210.2,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,STEPHENSON,177,WHEAT,4200,3950,75.2,23,0.8,1480,Silt loam,1244.2,0,1302.1,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,WHITESIDE,195,WHEAT,3200,3050,65.6,23,1,1510,Sandy clay loam,1341.2,0,956.9,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,WINNEBAGO,201,WHEAT,3300,3200,70.9,23,0.8,1490,Silt loam,1597.5,0,1255,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,EDWARDS,47,WHEAT,4500,4450,63.8,23,0.4,1530,Silt loam,1804.2,0,662.4,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,FRANKLIN,55,WHEAT,16100,16000,68.1,23,0.4,1540,Silt loam,532.3,0,292.2,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,GALLATIN,59,WHEAT,6400,6000,71.7,22,0.4,1520,Silt loam,2120.1,0,553.5,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,HAMILTON,65,WHEAT,8900,8800,63.5,23,0.4,1540,Silt loam,2120.1,0,553.5,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,MASSAC,127,WHEAT,4300,4200,59.8,22,0.4,1520,Silt loam,2064.7,0,477.3,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,SALINE,165,WHEAT,1000,900,63.9,23,0.4,1530,Silt loam,2120.1,0,553.5,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,WABASH,185,WHEAT,3900,3750,54.1,23,0.4,1540,Silt loam,2161.3,0,528.1,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,WAYNE,191,WHEAT,12000,11500,63.6,22,0.4,1540,Silt loam,1948.9,0,642.8,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,WHITE,193,WHEAT,11500,11400,71.9,23,0.4,1530,Silt loam,1996.5,0,445.1,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,CLINTON,27,WHEAT,32200,31600,59.7,23,0.4,1540,Silt loam,1962.4,0,643.4,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,JACKSON,77,WHEAT,19400,19200,62,23,0.4,1530,Silt loam,2238.5,0,574,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,MONROE,133,WHEAT,28500,28300,64.1,25,0.4,1540,Silt loam,2293.8,3.5,566.1,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,PERRY,145,WHEAT,29000,28800,56.4,23,0.4,1530,Silt loam,2015.7,0.4,606.3,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,RANDOLPH,157,WHEAT,35100,34900,68.5,23,0.4,1530,Silt loam,2015.7,0.4,606.3,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,ST CLAIR,163,WHEAT,25100,25000,65.9,23,0.4,1540,Silt loam,0,0,0,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,UNION,181,WHEAT,2400,2300,57.8,27,0.4,1540,Silt loam,2238.5,0,574,5.0836,5.815,6.1555,4.6525,4.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,WASHINGTON,189,WHEAT,52700,51600,68.4,23,0.4,1540,Silt loam,1962.4,0,643.4,5.0836,5.815,6.1555,4.6525,4.7
