Year,Planting_Dates,Harvesting_Dates,State,State_ANSI,Ag_District,Ag_District_Code,County,County_ANSI,Commodity,ACRES_PLANTED,ACRES_HARVESTED,YIELD_(BU/ACRE),soil_water,soil_carbon,soil_density,soil_type,gdd,ehdd,ecdd
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,CENTRAL,50,LEE,61,WHEAT,"17,100","17,100",47.7,15,0.4,1600,Sandy loam,2729.4,18.1,87.8
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,CENTRAL,50,LEXINGTON,63,WHEAT,"1,500","1,400",43.3,16,0.4,1540,Sandy loam,3007.7,4.5,70.3
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,CENTRAL,50,ORANGEBURG,75,WHEAT,"7,600","7,400",53.4,14,0.4,1580,Sandy loam,2920.1,1.9,66.8
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,CENTRAL,50,RICHLAND,79,WHEAT,"4,200","3,800",18.2,15,0.4,1570,Sandy loam,2923.6,8.1,69.5
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,CENTRAL,50,SUMTER,85,WHEAT,"12,200","12,000",44.3,15,0.4,1590,Sandy loam,2729.4,18.1,87.8
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,EASTERN,30,CHESTERFIELD,25,WHEAT,"10,400","10,300",63.9,16,0.6,1520,Sandy loam,2164.4,1,71.8
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,EASTERN,30,DARLINGTON,31,WHEAT,"11,600","11,500",48.6,14,0.4,1600,Sandy loam,2350.3,3.4,123.6
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,EASTERN,30,DILLON,33,WHEAT,"18,400","18,000",47,15,0.4,1560,Silt loam,1397.3,1.2,76.4
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,EASTERN,30,FLORENCE,41,WHEAT,"5,800","5,500",30.9,15,0.4,1520,Sandy loam,2894.1,6.7,97
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,EASTERN,30,HORRY,51,WHEAT,"8,500","7,900",40.1,16,0.4,1520,Sandy loam,2118.6,0.5,71.7
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,EASTERN,30,MARION,67,WHEAT,"6,000","5,500",47.5,15,0.4,1560,Silt loam,1397.3,1.2,76.4
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,EASTERN,30,MARLBORO,69,WHEAT,"12,000","11,800",48.3,16,0.4,1550,Sandy loam,2328.7,3,99.2
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,NORTH CENTRAL,20,YORK,91,WHEAT,"1,700","1,200",48.2,21,0.6,1530,Loam,2392.9,0,177.2
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,NORTHWEST,10,ANDERSON,7,WHEAT,"3,300","2,600",40.8,22,0.6,1500,Loam,0,0,0
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,NORTHWEST,10,SPARTANBURG,83,WHEAT,"1,900","1,750",54.1,22,0.4,1510,Loam,0,0,0
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,SOUTHERN,80,ALLENDALE,5,WHEAT,"1,800","1,800",32.3,14,0.4,1590,Sandy loam,0,0,0
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,SOUTHERN,80,BAMBERG,9,WHEAT,"1,400","1,250",34.2,13,0.4,1560,Sandy loam,2336.9,2.3,77.5
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,SOUTHERN,80,HAMPTON,49,WHEAT,"1,400","1,100",44.8,15,0.4,1530,Sandy loam,0,0,0
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,WEST CENTRAL,40,ABBEVILLE,1,WHEAT,500,400,40.3,21,0.6,1500,Loam,2592.3,0,118.2
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,WEST CENTRAL,40,AIKEN,3,WHEAT,"1,700","1,300",34.5,15,0.4,1570,Silt loam,2844.3,0.3,77.7
2015,25-Sep,01-Jul,SOUTH CAROLINA,45,WEST CENTRAL,40,NEWBERRY,71,WHEAT,"5,300","4,600",59.6,19,0.6,1540,Sandy clay loam,1206.1,0.3,100.5
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,CENTRAL,50,BRULE,15,WHEAT,"42,400","23,300",58.7,25,0.6,1490,Loam,2100.5,0,1232.7
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,CENTRAL,50,HUGHES,65,WHEAT,"73,500","20,300",44.1,26,0.6,1470,Loam,0,0,0
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,CENTRAL,50,SULLY,119,WHEAT,"121,000","63,100",44.3,25,0.6,1480,Loam,0,0,0
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,EAST CENTRAL,60,BROOKINGS,11,WHEAT,500,500,52.2,25,1,1430,Loam,2075.8,0,1481.5
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,EAST CENTRAL,60,DAVISON,35,WHEAT,"11,500","5,280",55.3,25,0.6,1470,Sandy clay loam,2371.7,0,1258.7
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,EAST CENTRAL,60,KINGSBURY,77,WHEAT,"5,400","2,670",52.8,26,0.8,1440,Sandy clay loam,1930.9,0,1543.9
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,EAST CENTRAL,60,MINER,97,WHEAT,"8,000","4,780",46.2,25,0.6,1470,Loam,1930.9,0,1543.9
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,NORTH CENTRAL,20,SPINK,115,WHEAT,"8,100","7,310",62,26,0.6,1430,Sandy clay loam,2148.8,0,1613.8
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,NORTHEAST,30,CODINGTON,29,WHEAT,"1,500","1,500",76.7,26,1,1430,Sandy clay loam,2018.3,0,1643.1
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,NORTHEAST,30,GRANT,51,WHEAT,"2,100","2,100",61,26,1,1420,Sandy clay loam,1909.3,0,1499.2
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,NORTHEAST,30,HAMLIN,57,WHEAT,"2,100","2,070",73.4,26,1,1440,Sandy clay loam,2018.3,0,1643.1
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,NORTHEAST,30,ROBERTS,109,WHEAT,800,590,58,27,1,1420,Loam,2048.7,0,1604.1
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,NORTHWEST,10,ZIEBACH,137,WHEAT,"54,600","43,000",42.8,26,0.4,1490,Clay loam,2126.7,0,1243.8
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,SOUTH CENTRAL,80,JONES,75,WHEAT,"56,700","46,200",41,27,0.6,1490,Clay loam,0,0,0
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,SOUTH CENTRAL,80,LYMAN,85,WHEAT,"99,400","58,800",41.1,27,0.6,1500,Clay loam,2100.5,0,1232.7
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,SOUTH CENTRAL,80,TRIPP,123,WHEAT,"57,200","53,600",47.1,24,0.6,1480,Clay loam,2347.1,0,1277.8
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,SOUTHEAST,90,DOUGLAS,43,WHEAT,"17,000","9,850",69,25,0.6,1470,Sandy clay loam,0,0,0
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,SOUTHEAST,90,HUTCHINSON,67,WHEAT,"10,100","6,300",62.2,24,0.6,1480,Sandy clay loam,2371.7,0,1258.7
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,SOUTHEAST,90,LINCOLN,83,WHEAT,"1,100",700,73.7,26,0.6,1480,Sandy clay loam,2349.1,0,1395.7
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,SOUTHEAST,90,TURNER,125,WHEAT,"2,000","1,680",74.4,25,0.6,1470,Sandy clay loam,2349.1,0,1395.7
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,SOUTHEAST,90,YANKTON,135,WHEAT,"1,400","1,120",68.2,25,0.6,1490,Sandy clay loam,2169.6,0,891.1
2015,01-Sep,13-Aug,SOUTH DAKOTA,46,WEST CENTRAL,40,JACKSON,71,WHEAT,"38,400","36,000",31.1,25,0.4,1500,Loam,2011.9,0,1089.3
2015,25-Sep,05-Jul,TENNESSEE,47,CENTRAL BASIN,40,BEDFORD,3,WHEAT,"7,100","3,900",69.2,23,0.8,1490,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,CENTRAL BASIN,40,CANNON,15,WHEAT,"1,300",800,61.9,23,0.6,1460,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,CENTRAL BASIN,40,GILES,55,WHEAT,"4,900","4,100",66.6,22,0.6,1510,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,CENTRAL BASIN,40,LINCOLN,103,WHEAT,"10,100","8,100",71,21,0.6,1520,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,CENTRAL BASIN,40,MAURY,119,WHEAT,"3,200","1,800",65.6,22,0.6,1490,Silt loam,1287.1,0,148.3
2015,25-Sep,05-Jul,TENNESSEE,47,CENTRAL BASIN,40,RUTHERFORD,149,WHEAT,"4,200","3,100",62.9,23,0.6,1530,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,CENTRAL BASIN,40,SMITH,159,WHEAT,"1,800","1,700",78.2,21,0.4,1500,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,CENTRAL BASIN,40,SUMNER,165,WHEAT,"6,900","6,400",62.5,23,0.4,1520,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,CENTRAL BASIN,40,WILLIAMSON,187,WHEAT,"1,600","1,300",69.2,23,0.4,1510,Silt loam,2446.9,0,345.5
2015,25-Sep,05-Jul,TENNESSEE,47,CUMBERLAND PLATEAU,50,COFFEE,31,WHEAT,"5,800","3,400",66.5,21,0.6,1470,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,CUMBERLAND PLATEAU,50,FRANKLIN,51,WHEAT,"8,000","5,700",81.1,23,0.6,1480,Silt loam,1931.1,0,389.9
2015,25-Sep,05-Jul,TENNESSEE,47,CUMBERLAND PLATEAU,50,WARREN,177,WHEAT,"1,700",800,60,23,0.6,1490,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,DELTA,10,LAUDERDALE,97,WHEAT,"10,000","9,000",67.8,21,0.4,1510,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,DELTA,10,TIPTON,167,WHEAT,"16,000","14,100",64.5,22,0.4,1510,Silt loam,1043.8,1.5,144.5
2015,25-Sep,05-Jul,TENNESSEE,47,EAST TENNESSEE,60,BLOUNT,9,WHEAT,"1,000",400,45,24,0.6,1500,Silt loam,2350.9,0,345.9
2015,25-Sep,05-Jul,TENNESSEE,47,EAST TENNESSEE,60,MONROE,123,WHEAT,"2,300",900,58.3,23,0.6,1450,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,EAST TENNESSEE,60,WASHINGTON,179,WHEAT,700,100,57,24,0.6,1460,Loam,2028.9,0,434.6
2015,25-Sep,05-Jul,TENNESSEE,47,WEST TENNESSEE,20,CARROLL,17,WHEAT,"15,000","14,400",73.3,20,0.4,1500,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,WEST TENNESSEE,20,CROCKETT,33,WHEAT,"23,000","22,000",74.1,20,0.4,1510,Silt loam,1888,0,363.7
2015,25-Sep,05-Jul,TENNESSEE,47,WEST TENNESSEE,20,FAYETTE,47,WHEAT,"7,300","7,100",58.9,21,0.4,1510,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,WEST TENNESSEE,20,GIBSON,53,WHEAT,"58,000","56,000",71.4,21,0.4,1520,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,WEST TENNESSEE,20,HAYWOOD,75,WHEAT,"33,500","32,500",64.5,21,0.4,1540,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,WEST TENNESSEE,20,HENRY,79,WHEAT,"12,000","10,400",74,21,0.4,1490,Silt loam,1512.4,0,520.1
2015,25-Sep,05-Jul,TENNESSEE,47,WEST TENNESSEE,20,MADISON,113,WHEAT,"16,200","15,900",64.2,21,0.4,1510,Silt loam,2344.3,0,323.4
2015,25-Sep,05-Jul,TENNESSEE,47,WEST TENNESSEE,20,WEAKLEY,183,WHEAT,"28,000","27,200",63,22,0.4,1520,Silt loam,1515,0,478.5
2015,25-Sep,05-Jul,TENNESSEE,47,WESTERN RIM,30,LAWRENCE,99,WHEAT,"9,000","8,600",71.9,23,0.4,1520,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,WESTERN RIM,30,MONTGOMERY,125,WHEAT,"14,500","13,800",64.5,22,0.4,1510,Silt loam,0,0,0
2015,25-Sep,05-Jul,TENNESSEE,47,WESTERN RIM,30,ROBERTSON,147,WHEAT,"39,000","37,500",73.3,22,0.4,1530,Silt loam,0,0,0
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,BELL,27,WHEAT,"34,200","32,200",44.4,24,0.4,1650,Clay loam,3704.4,0.4,87.6
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,BOSQUE,35,WHEAT,"7,300","3,550",22.9,23,0.6,1620,Clay loam,3044.8,0,111.4
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,COLLIN,85,WHEAT,"50,000","32,000",42.2,25,0.4,1640,Clay loam,3480.4,0.9,142
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,COOKE,97,WHEAT,"34,700","13,120",26.8,22,0.4,1620,Clay loam,3006.2,0,181.1
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,CORYELL,99,WHEAT,"20,000","15,000",27.1,24,0.6,1600,Clay loam,3604.1,0.8,78.1
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,DALLAS,113,WHEAT,"8,000","4,000",37.3,24,0.4,1640,Clay loam,4007.3,9.3,108.9
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,DELTA,119,WHEAT,"13,000","10,500",47,26,0.4,1640,Clay loam,2842.6,0.3,107.9
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,DENTON,121,WHEAT,"42,000","28,000",20,23,0.4,1630,Clay loam,3433.5,2.2,160.3
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,ELLIS,139,WHEAT,"44,900","33,500",39.3,25,0.4,1650,Clay loam,3465.7,0.3,121.2
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,FALLS,145,WHEAT,"41,600","28,100",45.6,24,0.4,1670,Clay loam,3833.7,0.7,99.4
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,FANNIN,147,WHEAT,"57,400","31,100",39.9,24,0.4,1630,Clay loam,0,0,0
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,GRAYSON,181,WHEAT,"52,100","18,600",34.9,23,0.4,1620,Clay loam,3352.2,2.2,154.8
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,HAMILTON,193,WHEAT,"10,600","4,000",26.1,22,0.6,1600,Clay loam,3066.2,0.7,107.2
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,HILL,217,WHEAT,"65,300","57,170",43,23,0.4,1630,Clay loam,3479.3,1.4,96.9
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,HUNT,231,WHEAT,"29,000","13,500",31.3,24,0.4,1660,Clay loam,2862.7,0.5,116.5
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,JOHNSON,251,WHEAT,"21,000","12,320",33.9,22,0.4,1630,Clay loam,3044.8,0,111.4
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,KAUFMAN,257,WHEAT,"17,000","7,800",21,24,0.4,1660,Clay loam,3757,1.2,79.3
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,LAMAR,277,WHEAT,"32,000","19,500",24.1,24,0.4,1640,Clay loam,2917.8,0,166.1
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,LIMESTONE,293,WHEAT,"12,000","6,800",37.2,23,0.4,1660,Clay loam,3294.6,0,84.8
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,MCLENNAN,309,WHEAT,"50,800","44,940",48.2,24,0.4,1640,Clay loam,3451.5,1.1,80.9
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,NAVARRO,349,WHEAT,"15,100","10,100",38.3,24,0.4,1660,Clay loam,3849.5,0.2,76.7
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,WILLIAMSON,491,WHEAT,"31,000","27,800",43.2,24,0.4,1620,Clay loam,281.2,0,8.2
2015,04-Sep,12-Jul,TEXAS,48,COASTAL BEND,82,KLEBERG,273,WHEAT,"9,000","6,600",22,21,0.2,1580,Silty clay loam,4857.4,0,2.4
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,ARCHER,9,WHEAT,"83,400","16,600",21.5,20,0.2,1600,Loam,3173.1,3.1,152.9
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,BROWN,49,WHEAT,"11,100","4,200",21.4,20,0.4,1570,Loam,3101.6,0.3,68.6
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,CALLAHAN,59,WHEAT,"35,100","12,600",25.1,21,0.4,1550,Loam,3694.6,1.2,184.2
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,CLAY,77,WHEAT,"72,200","27,000",25.2,19,0.2,1600,Loam,3173.1,3.1,152.9
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,COMANCHE,93,WHEAT,"9,800",700,30.3,19,0.4,1560,Loam,3479.1,1.1,134.7
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,EASTLAND,133,WHEAT,"12,600","1,300",15,20,0.4,1550,Sandy clay loam,0,0,0
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,JACK,237,WHEAT,"9,100",160,43.8,19,0.4,1590,Sandy clay loam,3230.9,1.3,145.6
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,MILLS,333,WHEAT,"5,000","1,600",32.5,21,0.6,1600,Sandy clay loam,0,0,0
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,MONTAGUE,337,WHEAT,"18,900","1,000",18.8,19,0.4,1590,Loam,2353,0,169.1
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,SHACKELFORD,417,WHEAT,"21,500","2,100",21.1,21,0.4,1590,Clay loam,3607,3.4,129.1
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,THROCKMORTON,447,WHEAT,"69,800","28,850",19.9,20,0.4,1600,Clay loam,3607,3.4,129.1
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,WISE,497,WHEAT,"10,800","3,100",18.2,21,0.4,1610,Sandy clay loam,3270.1,0.5,152.9
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,YOUNG,503,WHEAT,"67,700","13,650",25.9,20,0.4,1590,Loam,3389,2.5,173.9
2015,04-Sep,12-Jul,TEXAS,48,EAST TEXAS NORTH,51,BOWIE,37,WHEAT,"11,000","2,200",26,25,0.4,1620,Clay loam,3386.6,0,145.4
2015,04-Sep,12-Jul,TEXAS,48,EAST TEXAS SOUTH,52,ROBERTSON,395,WHEAT,"5,800","2,000",45.3,23,0.4,1650,Clay loam,3519.7,0.2,60.4
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,COKE,81,WHEAT,"12,100","8,800",23.6,20,0.4,1530,Sandy clay loam,3831.9,1.1,122.7
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,CONCHO,95,WHEAT,"62,000","47,650",26.9,21,0.4,1570,Clay loam,1299.6,0,23.1
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,GILLESPIE,171,WHEAT,"7,400","5,220",23,22,0.6,1540,Clay loam,2866.5,0,83.9
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,LAMPASAS,281,WHEAT,"2,800","1,600",36.3,20,0.4,1610,Clay loam,2012.3,0.3,64.2
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,MCCULLOCH,307,WHEAT,"45,300","40,000",29.6,21,0.4,1590,Loam,1299.6,0,23.1
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,MENARD,327,WHEAT,"4,000","2,970",23,23,0.6,1520,Clay loam,3756.2,0,104.6
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,REAGAN,383,WHEAT,"12,300","10,080",16.5,16,0.2,1520,Sandy clay loam,0,0,0
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,SAN SABA,411,WHEAT,"20,300","8,820",34.8,20,0.4,1610,Loam,0,0,0
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,SCHLEICHER,413,WHEAT,"5,200","2,000",16.7,25,0.4,1510,Clay loam,3417.4,0,101.6
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,TOM GREEN,451,WHEAT,"62,300","48,000",31.5,20,0.2,1570,Loam,3831.9,1.1,122.7
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,UPTON,461,WHEAT,"10,200","10,200",24.7,15,0.2,1510,Sandy clay loam,0,0,0
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,UVALDE,463,WHEAT,"34,100","24,500",35.1,24,0.4,1580,Clay loam,3371,0.3,22.7
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,ARMSTRONG,11,WHEAT,"67,000","47,800",25.3,22,0.2,1530,Loam,2611.9,0,416.2
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,BRISCOE,45,WHEAT,"53,600","33,000",17.8,21,0.2,1520,Loam,2480.6,0,285.5
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,CARSON,65,WHEAT,"97,300","82,500",28.9,23,0.2,1530,Loam,2875.9,0,300.4
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,CASTRO,69,WHEAT,"128,000","75,500",33.2,21,0.2,1550,Loam,2273,0,332.2
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,DALLAM,111,WHEAT,"127,000","83,700",48.2,20,0.2,1490,Loam,2461,0,434.5
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,DEAF SMITH,117,WHEAT,"219,500","195,500",36.2,21,0.2,1540,Sandy clay loam,2273,0,332.2
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,FLOYD,153,WHEAT,"92,500","75,000",30.5,22,0.2,1550,Loam,2480.6,0,285.5
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,HANSFORD,195,WHEAT,"211,800","94,900",35.4,22,0.2,1520,Sandy clay loam,0,0,0
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,HEMPHILL,211,WHEAT,"12,000","6,000",16.3,20,0.4,1540,Sandy clay loam,2522.9,0,320.1
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,HUTCHINSON,233,WHEAT,"59,300","23,900",33.1,23,0.2,1520,Loam,2875.9,0,300.4
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,LIPSCOMB,295,WHEAT,"24,500","15,400",26.7,21,0.2,1550,Loam,2522.9,0,320.1
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,MOORE,341,WHEAT,"111,200","73,700",36.5,22,0.2,1510,Loam,2153.8,0,450.2
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,OCHILTREE,357,WHEAT,"162,000","131,600",27.3,21,0.2,1550,Sandy clay loam,2330.7,0,419.8
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,OLDHAM,359,WHEAT,"42,200","31,200",24.7,23,0.2,1520,Clay loam,2273,0,332.2
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,PARMER,369,WHEAT,"158,000","107,600",26.2,20,0.2,1550,Loam,2173.4,0,389.6
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,POTTER,375,WHEAT,"14,900","9,400",25.7,23,0.2,1530,Sandy clay loam,2611.9,0,416.2
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,RANDALL,381,WHEAT,"111,200","86,500",24.6,22,0.2,1550,Loam,2611.9,0,416.2
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,ROBERTS,393,WHEAT,"11,200","7,700",17.5,21,0.4,1530,Sandy clay loam,2105.8,0,269.1
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,SHERMAN,421,WHEAT,"131,000","83,200",44.8,21,0.2,1500,Sandy clay loam,2153.8,0,450.2
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,SWISHER,437,WHEAT,"159,000","69,500",23.8,22,0.2,1560,Loam,2480.6,0,285.5
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,CHILDRESS,75,WHEAT,"43,500","27,300",12.9,19,0.2,1560,Loam,0,0,0
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,COLLINGSWORTH,87,WHEAT,"38,000","7,200",35.8,18,0.2,1550,Loam,0,0,0
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,COTTLE,101,WHEAT,"22,800","4,100",16.8,19,0.2,1560,Loam,0,0,0
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,DICKENS,125,WHEAT,"10,900","5,330",25.7,20,0.2,1540,Sandy clay loam,2936.1,0,279.9
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,DONLEY,129,WHEAT,"12,000","4,140",15.4,20,0.2,1530,Loam,0,0,0
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,FOARD,155,WHEAT,"86,800","39,650",26.5,20,0.2,1600,Loam,2081.3,2.2,149.4
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,HARDEMAN,197,WHEAT,"95,800","40,480",19.9,19,0.2,1610,Loam,2081.3,2.2,149.4
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,KENT,263,WHEAT,"11,200","1,800",26.5,19,0.2,1560,Sandy clay loam,2805.7,0,133.1
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,WHEELER,483,WHEAT,"25,500","7,800",23.6,19,0.2,1540,Loam,2522.9,0,320.1
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,WICHITA,485,WHEAT,"99,900","63,000",26.6,20,0.2,1590,Loam,3410,3.1,225.6
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,WILBARGER,487,WHEAT,"164,900","117,200",25.3,18,0.2,1590,Sandy clay loam,2081.3,2.2,149.4
2015,04-Sep,12-Jul,TEXAS,48,SOUTH CENTRAL,81,BEXAR,29,WHEAT,"7,300","4,480",28.5,23,0.4,1590,Clay loam,3842.1,0.1,23.6
