Year,Planting_Dates,Harvesting_Dates,State,State_ANSI,Ag_District,Ag_District_Code,County,County_ANSI,Commodity,ACRES_PLANTED,ACRES_HARVESTED
2015,25-Sep,05-Jul,TENNESSEE,47,WEST TENNESSEE,20,WEAKLEY,183,WHEAT,"28,000","27,200"
2015,25-Sep,05-Jul,TENNESSEE,47,WESTERN RIM,30,LAWRENCE,99,WHEAT,"9,000","8,600"
2015,25-Sep,05-Jul,TENNESSEE,47,WESTERN RIM,30,MONTGOMERY,125,WHEAT,"14,500","13,800"
2015,25-Sep,05-Jul,TENNESSEE,47,WESTERN RIM,30,ROBERTSON,147,WHEAT,"39,000","37,500"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,BELL,27,WHEAT,"34,200","32,200"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,BOSQUE,35,WHEAT,"7,300","3,550"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,COLLIN,85,WHEAT,"50,000","32,000"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,COOKE,97,WHEAT,"34,700","13,120"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,CORYELL,99,WHEAT,"20,000","15,000"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,DALLAS,113,WHEAT,"8,000","4,000"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,DELTA,119,WHEAT,"13,000","10,500"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,DENTON,121,WHEAT,"42,000","28,000"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,ELLIS,139,WHEAT,"44,900","33,500"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,FALLS,145,WHEAT,"41,600","28,100"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,FANNIN,147,WHEAT,"57,400","31,100"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,GRAYSON,181,WHEAT,"52,100","18,600"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,HAMILTON,193,WHEAT,"10,600","4,000"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,HILL,217,WHEAT,"65,300","57,170"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,HUNT,231,WHEAT,"29,000","13,500"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,JOHNSON,251,WHEAT,"21,000","12,320"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,KAUFMAN,257,WHEAT,"17,000","7,800"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,LAMAR,277,WHEAT,"32,000","19,500"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,LIMESTONE,293,WHEAT,"12,000","6,800"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,MCLENNAN,309,WHEAT,"50,800","44,940"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,NAVARRO,349,WHEAT,"15,100","10,100"
2015,04-Sep,12-Jul,TEXAS,48,BLACKLANDS,40,WILLIAMSON,491,WHEAT,"31,000","27,800"
2015,04-Sep,12-Jul,TEXAS,48,COASTAL BEND,82,KLEBERG,273,WHEAT,"9,000","6,600"
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,ARCHER,9,WHEAT,"83,400","16,600"
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,BROWN,49,WHEAT,"11,100","4,200"
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,CALLAHAN,59,WHEAT,"35,100","12,600"
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,CLAY,77,WHEAT,"72,200","27,000"
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,COMANCHE,93,WHEAT,"9,800",700
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,EASTLAND,133,WHEAT,"12,600","1,300"
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,JACK,237,WHEAT,"9,100",160
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,MILLS,333,WHEAT,"5,000","1,600"
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,MONTAGUE,337,WHEAT,"18,900","1,000"
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,SHACKELFORD,417,WHEAT,"21,500","2,100"
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,THROCKMORTON,447,WHEAT,"69,800","28,850"
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,WISE,497,WHEAT,"10,800","3,100"
2015,04-Sep,12-Jul,TEXAS,48,CROSS TIMBERS,30,YOUNG,503,WHEAT,"67,700","13,650"
2015,04-Sep,12-Jul,TEXAS,48,EAST TEXAS NORTH,51,BOWIE,37,WHEAT,"11,000","2,200"
2015,04-Sep,12-Jul,TEXAS,48,EAST TEXAS SOUTH,52,ROBERTSON,395,WHEAT,"5,800","2,000"
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,COKE,81,WHEAT,"12,100","8,800"
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,CONCHO,95,WHEAT,"62,000","47,650"
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,GILLESPIE,171,WHEAT,"7,400","5,220"
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,LAMPASAS,281,WHEAT,"2,800","1,600"
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,MCCULLOCH,307,WHEAT,"45,300","40,000"
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,MENARD,327,WHEAT,"4,000","2,970"
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,REAGAN,383,WHEAT,"12,300","10,080"
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,SAN SABA,411,WHEAT,"20,300","8,820"
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,SCHLEICHER,413,WHEAT,"5,200","2,000"
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,TOM GREEN,451,WHEAT,"62,300","48,000"
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,UPTON,461,WHEAT,"10,200","10,200"
2015,04-Sep,12-Jul,TEXAS,48,EDWARDS PLATEAU,70,UVALDE,463,WHEAT,"34,100","24,500"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,ARMSTRONG,11,WHEAT,"67,000","47,800"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,BRISCOE,45,WHEAT,"53,600","33,000"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,CARSON,65,WHEAT,"97,300","82,500"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,CASTRO,69,WHEAT,"128,000","75,500"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,DALLAM,111,WHEAT,"127,000","83,700"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,DEAF SMITH,117,WHEAT,"219,500","195,500"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,FLOYD,153,WHEAT,"92,500","75,000"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,HANSFORD,195,WHEAT,"211,800","94,900"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,HEMPHILL,211,WHEAT,"12,000","6,000"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,HUTCHINSON,233,WHEAT,"59,300","23,900"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,LIPSCOMB,295,WHEAT,"24,500","15,400"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,MOORE,341,WHEAT,"111,200","73,700"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,OCHILTREE,357,WHEAT,"162,000","131,600"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,OLDHAM,359,WHEAT,"42,200","31,200"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,PARMER,369,WHEAT,"158,000","107,600"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,POTTER,375,WHEAT,"14,900","9,400"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,RANDALL,381,WHEAT,"111,200","86,500"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,ROBERTS,393,WHEAT,"11,200","7,700"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,SHERMAN,421,WHEAT,"131,000","83,200"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN HIGH PLAINS,11,SWISHER,437,WHEAT,"159,000","69,500"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,CHILDRESS,75,WHEAT,"43,500","27,300"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,COLLINGSWORTH,87,WHEAT,"38,000","7,200"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,COTTLE,101,WHEAT,"22,800","4,100"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,DICKENS,125,WHEAT,"10,900","5,330"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,DONLEY,129,WHEAT,"12,000","4,140"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,FOARD,155,WHEAT,"86,800","39,650"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,HARDEMAN,197,WHEAT,"95,800","40,480"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,KENT,263,WHEAT,"11,200","1,800"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,WHEELER,483,WHEAT,"25,500","7,800"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,WICHITA,485,WHEAT,"99,900","63,000"
2015,04-Sep,12-Jul,TEXAS,48,NORTHERN LOW PLAINS,21,WILBARGER,487,WHEAT,"164,900","117,200"
2015,04-Sep,12-Jul,TEXAS,48,SOUTH CENTRAL,81,BEXAR,29,WHEAT,"7,300","4,480"
2015,04-Sep,12-Jul,TEXAS,48,SOUTH CENTRAL,81,GONZALES,177,WHEAT,500,300
2015,04-Sep,12-Jul,TEXAS,48,SOUTH CENTRAL,81,GUADALUPE,187,WHEAT,"14,600","9,100"
2015,04-Sep,12-Jul,TEXAS,48,SOUTH CENTRAL,81,KARNES,255,WHEAT,"7,700","4,000"
2015,04-Sep,12-Jul,TEXAS,48,SOUTH CENTRAL,81,MEDINA,325,WHEAT,"30,800","22,400"
2015,04-Sep,12-Jul,TEXAS,48,SOUTH CENTRAL,81,TRAVIS,453,WHEAT,"7,200","3,200"
2015,04-Sep,12-Jul,TEXAS,48,SOUTH CENTRAL,81,WILSON,493,WHEAT,"5,400","3,300"
2015,04-Sep,12-Jul,TEXAS,48,SOUTH TEXAS,96,ATASCOSA,13,WHEAT,"3,800","2,600"
2015,04-Sep,12-Jul,TEXAS,48,SOUTH TEXAS,96,FRIO,163,WHEAT,"13,600","10,250"
2015,04-Sep,12-Jul,TEXAS,48,SOUTHERN HIGH PLAINS,12,BAILEY,17,WHEAT,"34,200","19,300"
2015,04-Sep,12-Jul,TEXAS,48,SOUTHERN HIGH PLAINS,12,COCHRAN,79,WHEAT,"9,300","6,400"
2015,04-Sep,12-Jul,TEXAS,48,SOUTHERN HIGH PLAINS,12,LAMB,279,WHEAT,"38,700","17,000"
2015,04-Sep,12-Jul,TEXAS,48,SOUTHERN HIGH PLAINS,12,LUBBOCK,303,WHEAT,"13,200","5,400"
2015,04-Sep,12-Jul,TEXAS,48,SOUTHERN HIGH PLAINS,12,LYNN,305,WHEAT,"18,500","8,100"
2015,04-Sep,12-Jul,TEXAS,48,SOUTHERN LOW PLAINS,22,COLEMAN,83,WHEAT,"62,000","28,500"
2015,04-Sep,12-Jul,TEXAS,48,SOUTHERN LOW PLAINS,22,HASKELL,207,WHEAT,"190,500","92,600"
2015,04-Sep,12-Jul,TEXAS,48,SOUTHERN LOW PLAINS,22,JONES,253,WHEAT,"168,100","114,600"
2015,04-Sep,12-Jul,TEXAS,48,SOUTHERN LOW PLAINS,22,KNOX,275,WHEAT,"183,200","119,000"
2015,04-Sep,12-Jul,TEXAS,48,SOUTHERN LOW PLAINS,22,NOLAN,353,WHEAT,"22,000","10,600"
2015,04-Sep,12-Jul,TEXAS,48,SOUTHERN LOW PLAINS,22,RUNNELS,399,WHEAT,"154,600","118,020"
2015,04-Sep,12-Jul,TEXAS,48,SOUTHERN LOW PLAINS,22,SCURRY,415,WHEAT,"17,300","5,750"
2015,04-Sep,12-Jul,TEXAS,48,SOUTHERN LOW PLAINS,22,STONEWALL,433,WHEAT,"35,100","7,600"
2015,04-Sep,12-Jul,TEXAS,48,SOUTHERN LOW PLAINS,22,TAYLOR,441,WHEAT,"84,800","53,230"
2015,25-Sep,12-Jul,VIRGINIA,51,CENTRAL,50,APPOMATTOX,11,WHEAT,"2,200","1,580"
2015,25-Sep,12-Jul,VIRGINIA,51,CENTRAL,50,CAMPBELL,31,WHEAT,"3,500","1,950"
2015,25-Sep,12-Jul,VIRGINIA,51,CENTRAL,50,CAROLINE,33,WHEAT,"9,500","8,400"
2015,25-Sep,12-Jul,VIRGINIA,51,CENTRAL,50,CUMBERLAND,49,WHEAT,800,320
2015,25-Sep,12-Jul,VIRGINIA,51,CENTRAL,50,HANOVER,85,WHEAT,"8,800","8,160"
2015,25-Sep,12-Jul,VIRGINIA,51,CENTRAL,50,POWHATAN,145,WHEAT,"1,400","1,060"
2015,25-Sep,12-Jul,VIRGINIA,51,EASTERN,60,ACCOMACK,1,WHEAT,"15,500","14,700"
2015,25-Sep,12-Jul,VIRGINIA,51,EASTERN,60,CHARLES CITY,36,WHEAT,"6,300","5,430"
2015,25-Sep,12-Jul,VIRGINIA,51,EASTERN,60,ESSEX,57,WHEAT,"10,500","9,900"
2015,25-Sep,12-Jul,VIRGINIA,51,EASTERN,60,GLOUCESTER,73,WHEAT,"1,000",920
2015,25-Sep,12-Jul,VIRGINIA,51,EASTERN,60,KING AND QUEEN,97,WHEAT,"5,100","4,620"
2015,25-Sep,12-Jul,VIRGINIA,51,EASTERN,60,KING GEORGE,99,WHEAT,"1,500","1,400"
2015,25-Sep,12-Jul,VIRGINIA,51,EASTERN,60,KING WILLIAM,101,WHEAT,"9,200","7,650"
2015,25-Sep,12-Jul,VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,WHEAT,"14,300","13,100"
2015,25-Sep,12-Jul,VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,WHEAT,"11,500","10,800"
2015,25-Sep,12-Jul,VIRGINIA,51,EASTERN,60,RICHMOND,159,WHEAT,"8,600","7,350"
2015,25-Sep,12-Jul,VIRGINIA,51,EASTERN,60,WESTMORELAND,193,WHEAT,"9,300","8,000"
2015,25-Sep,12-Jul,VIRGINIA,51,NORTHERN,20,FAUQUIER,61,WHEAT,"2,000","1,320"
2015,25-Sep,12-Jul,VIRGINIA,51,NORTHERN,20,LOUDOUN,107,WHEAT,"1,000",910
2015,25-Sep,12-Jul,VIRGINIA,51,NORTHERN,20,MADISON,113,WHEAT,"1,200","1,020"
2015,25-Sep,12-Jul,VIRGINIA,51,NORTHERN,20,ROCKINGHAM,165,WHEAT,"2,200","1,280"
2015,25-Sep,12-Jul,VIRGINIA,51,NORTHERN,20,SHENANDOAH,171,WHEAT,"1,000",710
2015,25-Sep,12-Jul,VIRGINIA,51,SOUTHEASTERN,90,CHESAPEAKE CITY,550,WHEAT,"5,600","5,100"
2015,25-Sep,12-Jul,VIRGINIA,51,SOUTHEASTERN,90,DINWIDDIE,53,WHEAT,"4,900","4,300"
2015,25-Sep,12-Jul,VIRGINIA,51,SOUTHEASTERN,90,GREENSVILLE,81,WHEAT,"2,000","1,700"
2015,25-Sep,12-Jul,VIRGINIA,51,SOUTHEASTERN,90,ISLE OF WIGHT,93,WHEAT,"9,100","8,000"
2015,25-Sep,12-Jul,VIRGINIA,51,SOUTHEASTERN,90,SOUTHAMPTON,175,WHEAT,"9,300","5,400"
2015,25-Sep,12-Jul,VIRGINIA,51,SOUTHEASTERN,90,SUFFOLK CITY,800,WHEAT,"8,200","7,400"
2015,25-Sep,12-Jul,VIRGINIA,51,SOUTHEASTERN,90,SURRY,181,WHEAT,"6,900","6,300"
2015,25-Sep,12-Jul,VIRGINIA,51,SOUTHEASTERN,90,SUSSEX,183,WHEAT,"7,000","6,000"
2015,25-Sep,12-Jul,VIRGINIA,51,SOUTHEASTERN,90,VIRGINIA BEACH CITY,810,WHEAT,"5,000","4,600"
2015,25-Sep,12-Jul,VIRGINIA,51,SOUTHERN,80,HALIFAX,83,WHEAT,"4,000","2,640"
2015,25-Sep,12-Jul,VIRGINIA,51,SOUTHERN,80,LUNENBURG,111,WHEAT,"1,500","1,160"
2015,25-Sep,12-Jul,VIRGINIA,51,SOUTHERN,80,PITTSYLVANIA,143,WHEAT,"9,600","5,130"
2015,30-Aug,30-Aug,WASHINGTON,53,CENTRAL,20,KLICKITAT,39,WHEAT,"27,000","26,800"
2015,30-Aug,30-Aug,WASHINGTON,53,CENTRAL,20,OKANOGAN,47,WHEAT,"7,100","7,000"
2015,30-Aug,30-Aug,WASHINGTON,53,EAST CENTRAL,50,ADAMS,1,WHEAT,"230,000","219,000"
2015,30-Aug,30-Aug,WASHINGTON,53,EAST CENTRAL,50,DOUGLAS,17,WHEAT,"155,000","148,000"
2015,30-Aug,30-Aug,WASHINGTON,53,EAST CENTRAL,50,FRANKLIN,21,WHEAT,"63,000","60,000"
2015,30-Aug,30-Aug,WASHINGTON,53,EAST CENTRAL,50,GRANT,25,WHEAT,"112,000","108,000"
2015,30-Aug,30-Aug,WASHINGTON,53,EAST CENTRAL,50,LINCOLN,43,WHEAT,"240,000","230,000"
2015,30-Aug,30-Aug,WASHINGTON,53,NORTHEAST,30,SPOKANE,63,WHEAT,"84,500","83,800"
2015,30-Aug,30-Aug,WASHINGTON,53,SOUTHEAST,90,COLUMBIA,13,WHEAT,"72,000","70,500"
2015,30-Aug,30-Aug,WASHINGTON,53,SOUTHEAST,90,WALLA WALLA,71,WHEAT,"171,000","164,000"
2015,30-Aug,30-Aug,WASHINGTON,53,SOUTHEAST,90,WHITMAN,75,WHEAT,"321,000","310,000"
2015,30-Aug,30-Aug,WASHINGTON,53,WESTERN,10,SKAGIT,57,WHEAT,"1,300","1,100"
2015,05-Sep,05-Aug,WEST VIRGINIA,54,EASTERN,60,BERKELEY,3,WHEAT,"1,700","1,150"
2015,05-Sep,05-Aug,WEST VIRGINIA,54,EASTERN,60,JEFFERSON,37,WHEAT,"5,300","2,440"
2015,30-Sep,19-Aug,WISCONSIN,55,CENTRAL,50,ADAMS,1,WHEAT,900,800
2015,30-Sep,19-Aug,WISCONSIN,55,CENTRAL,50,MARQUETTE,77,WHEAT,"1,200","1,170"
2015,30-Sep,19-Aug,WISCONSIN,55,CENTRAL,50,WAUPACA,135,WHEAT,"2,300","2,200"
2015,30-Sep,19-Aug,WISCONSIN,55,CENTRAL,50,WAUSHARA,137,WHEAT,"1,200","1,130"
2015,30-Sep,19-Aug,WISCONSIN,55,EAST CENTRAL,60,BROWN,9,WHEAT,"5,600","5,260"
2015,30-Sep,19-Aug,WISCONSIN,55,EAST CENTRAL,60,CALUMET,15,WHEAT,"7,000","6,350"
2015,30-Sep,19-Aug,WISCONSIN,55,EAST CENTRAL,60,DOOR,29,WHEAT,"6,500","6,270"
2015,30-Sep,19-Aug,WISCONSIN,55,EAST CENTRAL,60,FOND DU LAC,39,WHEAT,"10,800","10,600"
2015,30-Sep,19-Aug,WISCONSIN,55,EAST CENTRAL,60,KEWAUNEE,61,WHEAT,"6,600","6,000"
2015,30-Sep,19-Aug,WISCONSIN,55,EAST CENTRAL,60,MANITOWOC,71,WHEAT,"12,700","12,100"
2015,30-Sep,19-Aug,WISCONSIN,55,EAST CENTRAL,60,OUTAGAMIE,87,WHEAT,"4,500","4,200"
2015,30-Sep,19-Aug,WISCONSIN,55,EAST CENTRAL,60,SHEBOYGAN,117,WHEAT,"8,800","8,720"
2015,30-Sep,19-Aug,WISCONSIN,55,EAST CENTRAL,60,WINNEBAGO,139,WHEAT,"9,700","9,500"
2015,30-Sep,19-Aug,WISCONSIN,55,NORTHEAST,30,LANGLADE,67,WHEAT,"2,200","2,070"
2015,30-Sep,19-Aug,WISCONSIN,55,NORTHEAST,30,OCONTO,83,WHEAT,"3,400","3,050"
2015,30-Sep,19-Aug,WISCONSIN,55,NORTHEAST,30,SHAWANO,115,WHEAT,"3,100","2,650"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTH CENTRAL,80,COLUMBIA,21,WHEAT,"8,000","7,600"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTH CENTRAL,80,DANE,25,WHEAT,"14,900","14,500"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTH CENTRAL,80,DODGE,27,WHEAT,"13,400","12,800"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTH CENTRAL,80,GREEN,45,WHEAT,"7,100","6,750"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTH CENTRAL,80,JEFFERSON,55,WHEAT,"6,900","6,700"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTH CENTRAL,80,ROCK,105,WHEAT,"8,400","8,150"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTHEAST,90,KENOSHA,59,WHEAT,"4,700","4,400"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTHEAST,90,OZAUKEE,89,WHEAT,"3,900","3,800"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTHEAST,90,RACINE,101,WHEAT,"7,200","7,100"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTHEAST,90,WALWORTH,127,WHEAT,"6,700","6,600"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTHEAST,90,WASHINGTON,131,WHEAT,"4,400","4,350"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTHWEST,70,CRAWFORD,23,WHEAT,800,750
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTHWEST,70,IOWA,49,WHEAT,"4,200","4,000"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTHWEST,70,LAFAYETTE,65,WHEAT,"3,400","3,300"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTHWEST,70,RICHLAND,103,WHEAT,"1,700","1,300"
2015,30-Sep,19-Aug,WISCONSIN,55,SOUTHWEST,70,SAUK,111,WHEAT,"5,300","5,150"
2015,25-Aug,22-Aug,WYOMING,56,NORTHEAST,20,CAMPBELL,5,WHEAT,"4,900","4,400"
2015,25-Aug,22-Aug,WYOMING,56,NORTHEAST,20,SHERIDAN,33,WHEAT,"1,000",300
2015,25-Aug,22-Aug,WYOMING,56,SOUTHEAST,50,GOSHEN,15,WHEAT,"24,500","20,100"
2015,25-Aug,22-Aug,WYOMING,56,SOUTHEAST,50,LARAMIE,21,WHEAT,"92,900","86,700"
2015,25-Aug,22-Aug,WYOMING,56,SOUTHEAST,50,PLATTE,31,WHEAT,"10,600","9,900"
2016,03-Oct,02-Jul,ARKANSAS,5,CENTRAL,50,CONWAY,29,WHEAT,"4,200","1,600"
2016,03-Oct,02-Jul,ARKANSAS,5,EAST CENTRAL,60,CRITTENDEN,35,WHEAT,"15,400","13,900"
2016,03-Oct,02-Jul,ARKANSAS,5,EAST CENTRAL,60,CROSS,37,WHEAT,"4,900","4,600"
2016,03-Oct,02-Jul,ARKANSAS,5,EAST CENTRAL,60,LEE,77,WHEAT,"9,500","8,900"
2016,03-Oct,02-Jul,ARKANSAS,5,EAST CENTRAL,60,LONOKE,85,WHEAT,"3,200","2,500"
2016,03-Oct,02-Jul,ARKANSAS,5,EAST CENTRAL,60,PHILLIPS,107,WHEAT,"17,100","14,900"
2016,03-Oct,02-Jul,ARKANSAS,5,EAST CENTRAL,60,SAINT FRANCIS,123,WHEAT,"2,700","2,000"
2016,03-Oct,02-Jul,ARKANSAS,5,EAST CENTRAL,60,WOODRUFF,147,WHEAT,"4,200","3,900"
2016,03-Oct,02-Jul,ARKANSAS,5,NORTHEAST,30,CRAIGHEAD,31,WHEAT,"4,300","2,400"
2016,03-Oct,02-Jul,ARKANSAS,5,NORTHEAST,30,JACKSON,67,WHEAT,"9,500","9,400"
2016,03-Oct,02-Jul,ARKANSAS,5,NORTHEAST,30,POINSETT,111,WHEAT,"7,200","2,600"
2016,03-Oct,02-Jul,ARKANSAS,5,SOUTHEAST,90,ASHLEY,3,WHEAT,"1,400",600
2016,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,GLENN,21,WHEAT,"6,500","4,900"
2016,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67,WHEAT,"8,500","3,500"
2016,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,WHEAT,"12,000","11,000"
2016,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,WHEAT,"5,500","5,000"
2016,25-Sep,15-Jul,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29,WHEAT,"25,500","16,500"
2016,25-Sep,15-Jul,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MADERA,39,WHEAT,"19,000","2,000"
2016,25-Sep,15-Jul,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,WHEAT,"21,000","12,000"
2016,25-Sep,15-Jul,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,WHEAT,"9,000","1,600"
2016,25-Sep,15-Jul,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,TULARE,107,WHEAT,"105,000","22,300"
2016,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,ADAMS,1,WHEAT,"146,500","133,000"
2016,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,ARAPAHOE,5,WHEAT,"63,900","60,500"
2016,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,ELBERT,39,WHEAT,"33,000","32,400"
2016,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,KIOWA,61,WHEAT,"178,000","145,000"
2016,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,KIT CARSON,63,WHEAT,"296,000","285,000"
2016,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,LINCOLN,73,WHEAT,"153,000","145,400"
2016,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,PHILLIPS,95,WHEAT,"105,000","101,800"
2016,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,WASHINGTON,121,WHEAT,"304,000","287,500"
2016,01-Sep,29-Jul,COLORADO,8,NORTHEAST,20,LOGAN,75,WHEAT,"126,000","114,000"
2016,01-Sep,29-Jul,COLORADO,8,NORTHEAST,20,SEDGWICK,115,WHEAT,"74,200","67,000"
2016,01-Sep,29-Jul,COLORADO,8,NORTHEAST,20,WELD,123,WHEAT,"128,000","122,000"
